Keep,Order,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,sample,details
No,,GO:0006518,peptide metabolic process,499,0.349383029,1.60007722,2.15E-06,2.15E-06,0.001878381,662,"tags=21%, list=12%, signal=21%",YJL136C/YKL056C/YDL130W/YKL170W/YBL087C/YLR344W/YDL224C/YDR500C/YLR204W/YDL136W/YDR471W/YOR234C/YPL118W/YMR143W/YFR032C-A/YKL156W/YPL005W/YML129C/YPL183W-A/YPL013C/YLR066W/YLR249W/YML063W/YPR102C/YMR230W/YIL069C/YLR262C-A/YLR075W/YIL133C/YJR097W/YGR102C/YPR166C/YJL177W/YJR094W-A/YLR333C/YDR385W/YIL148W/YHL034C/YDR447C/YOL039W/YDR347W/YMR188C/YHR189W/YML026C/YLR215C/YLR289W/YDR374C/YGR222W/YOL121C/YER007C-A/YDL082W/YLR264W/YJR145C/YDR450W/YNL302C/YLR150W/YHR203C/YBL027W/YGL189C/YGL129C/YDR025W/YMR286W/YDR237W/YLR287C-A/YPR100W/YIR022W/YMR260C/YOL149W/YOR167C/YDL191W/YPL090C/YIL052C/YBR282W/YNL040W/YDL134C/YPL097W/YFR031C-A/YDR152W/YLR406C/YOR359W/YDR337W/YOR276W/YDR012W/YLR367W/YKL166C/YNL063W/YKL081W/YOR302W/YLR185W/YLR441C/YNR045W/YDR432W/YNL122C/YGR214W/YDR496C/YNL288W/YER056C-A/YER131W/YNR036C/YNR037C/YGR027C/YGL147C/YGR054W/YPL184C/YNL191W/YDR266C/YLR448W,1736,Revigo compressed
No,,GO:0043043,peptide biosynthetic process,468,0.35841073,1.633672629,2.37E-06,2.37E-06,0.001878381,674,"tags=22%, list=12%, signal=22%",YJL136C/YKL056C/YDL130W/YKL170W/YBL087C/YLR344W/YDL224C/YDR500C/YLR204W/YDL136W/YDR471W/YOR234C/YPL118W/YMR143W/YFR032C-A/YKL156W/YPL005W/YML129C/YPL183W-A/YPL013C/YLR249W/YML063W/YPR102C/YMR230W/YIL069C/YLR262C-A/YLR075W/YIL133C/YJR097W/YGR102C/YPR166C/YJL177W/YJR094W-A/YLR333C/YDR385W/YIL148W/YHL034C/YDR447C/YOL039W/YDR347W/YMR188C/YHR189W/YML026C/YLR215C/YLR289W/YDR374C/YGR222W/YOL121C/YER007C-A/YDL082W/YLR264W/YJR145C/YDR450W/YNL302C/YLR150W/YHR203C/YBL027W/YGL189C/YGL129C/YDR025W/YMR286W/YDR237W/YLR287C-A/YPR100W/YMR260C/YOL149W/YOR167C/YDL191W/YPL090C/YIL052C/YBR282W/YNL040W/YDL134C/YPL097W/YFR031C-A/YDR152W/YLR406C/YOR359W/YDR337W/YOR276W/YDR012W/YLR367W/YKL166C/YNL063W/YKL081W/YOR302W/YLR185W/YLR441C/YNR045W/YDR432W/YNL122C/YGR214W/YDR496C/YNL288W/YER056C-A/YER131W/YNR036C/YNR037C/YGR027C/YGL147C/YGR054W/YPL184C/YDR266C/YLR448W/YKL139W,1736,Revigo compressed
No,,GO:0043604,amide biosynthetic process,510,0.341495204,1.564501371,3.48E-06,3.48E-06,0.002209136,662,"tags=21%, list=12%, signal=20%",YJL136C/YKL056C/YDL130W/YKL170W/YBL087C/YLR344W/YDL224C/YDR500C/YLR204W/YDL136W/YDR471W/YOR234C/YPL118W/YMR143W/YFR032C-A/YKL156W/YPL005W/YML129C/YPL183W-A/YPL013C/YLR249W/YML063W/YPR102C/YMR230W/YIL069C/YLR262C-A/YLR075W/YIL133C/YJR097W/YGR102C/YPR166C/YJL177W/YJR094W-A/YLR333C/YDR385W/YIL148W/YHL034C/YDR447C/YOL039W/YDR347W/YMR188C/YHR189W/YML026C/YLR215C/YLR289W/YDR374C/YGR222W/YOL121C/YER007C-A/YDL082W/YLR264W/YJR145C/YDR450W/YNL302C/YLR150W/YHR203C/YBL027W/YGL189C/YGL129C/YDR025W/YMR286W/YDR237W/YLR287C-A/YPR100W/YMR260C/YOL149W/YOR167C/YDL191W/YPL090C/YIL052C/YBR282W/YNL040W/YDL134C/YPL097W/YFR031C-A/YGR038W/YDR152W/YLR406C/YOR359W/YDR337W/YOR276W/YDR012W/YLR367W/YKL166C/YNL063W/YLR146C/YKL081W/YOR302W/YLR185W/YLR441C/YNR045W/YDR432W/YNL122C/YGR214W/YDR496C/YNL288W/YER056C-A/YER131W/YNR036C/YNR037C/YGR027C/YGL147C/YGR054W/YPL184C/YDR266C/YLR448W,1736,Revigo compressed
Yes,11,GO:0051640,organelle localization,202,-0.427401183,-1.797665276,6.50E-06,6.50E-06,0.003437567,1165,"tags=36%, list=21%, signal=30%",YML064C/YPR083W/YPR055W/YER125W/YPR181C/YOL018C/YNR026C/YER006W/YIL149C/YIL062C/YLR148W/YGL097W/YBR102C/YKL057C/YPL174C/YCR047C/YIL138C/YOL076W/YDL058W/YIL068C/YFL037W/YOL009C/YBR080C/YGL095C/YPR131C/YBR230C/YHR194W/YLR396C/YDL006W/YCL029C/YMR078C/YDR477W/YLR370C/YAL014C/YJL085W/YAL010C/YER008C/YAR002W/YJL019W/YJR042W/YIL115C/YPL269W/YGR245C/YER036C/YDR091C/YDR189W/YOL069W/YKL089W/YFR002W/YER122C/YML085C/YMR275C/YHR005C/YNL079C/YFR051C/YCL016C/YLR383W/YGL099W/YCR086W/YFR001W/YLL034C/YER018C/YIR026C/YPL220W/YGL233W/YMR211W/YEL019C/YJL061W/YOR036W/YFL005W/YLR026C/YGL135W/YJL010C,1736,
No,,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",32,-0.680363722,-2.057259357,1.24E-05,1.24E-05,0.005020264,984,"tags=53%, list=18%, signal=44%",YPL217C/YJL069C/YOL010W/YBL004W/YPR137W/YLR129W/YDL148C/YFL009W/YOR310C/YER082C/YNR054C/YFR001W/YHR169W/YPR112C/YER127W/YDL153C/YJL010C,1736,Revigo compressed
No,,GO:0048193,Golgi vesicle transport,200,-0.422139308,-1.775330757,1.27E-05,1.27E-05,0.005020264,1400,"tags=38%, list=25%, signal=29%",YIL109C/YNL049C/YNL264C/YPL085W/YDR484W/YML077W/YDL195W/YHR142W/YLR309C/YDR170C/YDR166C/YJL099W/YDL145C/YGR209C/YGL054C/YPR055W/YPR181C/YOL018C/YNR026C/YML097C/YAR002C-A/YLR148W/YBR102C/YEL022W/YER151C/YCR100C/YDL058W/YIL068C/YNL287W/YBR080C/YGL095C/YML071C/YPL204W/YLR396C/YBR210W/YAL014C/YKL196C/YJL085W/YER008C/YDR189W/YBL040C/YPR105C/YIL044C/YER122C/YLR078C/YJL204C/YDR108W/YAL026C/YFR051C/YIL048W/YLL050C/YLR268W/YPL010W/YDL226C/YER074W-A/YER031C/YPR176C/YLR440C/YCL001W/YHR110W/YLR372W/YBR254C/YAL030W/YDR238C/YGL233W/YPL145C/YOR327C/YKR014C/YOR036W/YFL005W/YLR026C/YGL098W/YKL006C-A/YNL258C/YJL031C,1736,Manually compressed, strain specific
No,,GO:0034660,ncRNA metabolic process,483,-0.329430044,-1.504809343,2.20E-05,2.20E-05,0.007231856,906,"tags=28%, list=16%, signal=26%",YJL069C/YGL246C/YJR063W/YBL018C/YDL126C/YOL010W/YGL111W/YIL078W/YPL128C/YPL235W/YPL043W/YMR270C/YMR049C/YMR093W/YDR138W/YKL082C/YDR280W/YPL183C/YPR023C/YFL001W/YPL204W/YBR247C/YNL222W/YKR002W/YDL006W/YOL097C/YCL001W-B/YDL150W/YPL101W/YLR316C/YBL004W/YNR038W/YLR145W/YGR262C/YLL018C/YMR131C/YHR019C/YHR197W/YBR123C/YGR185C/YPR137W/YJL050W/YEL055C/YHR052W/YGL169W/YNL282W/YLR129W/YOR239W/YBR257W/YGL076C/YDL148C/YGL091C/YPL126W/YHR020W/YOR119C/YKL110C/YLL035W/YDR268W/YBR167C/YMR239C/YIR015W/YHR034C/YBR170C/YNL182C/YGR095C/YDR091C/YOR096W/YFL009W/YLR132C/YLR277C/YBL071W-A/YPL104W/YOR310C/YER082C/YAL043C/YPR033C/YDL051W/YJL033W/YOR056C/YCL054W/YAL001C/YGR276C/YNL151C/YIL008W/YHR081W/YFL002C/YDL014W/YHR085W/YJL025W/YGR195W/YNL113W/YNR054C/YHL025W/YFL022C/YNR024W/YDL007W/YOR340C/YFR001W/YHR169W/YPL083C/YAR008W/YPL211W/YOR272W/YGL029W/YPL220W/YJR041C/YPR112C/YGR264C/YDR478W/YOL102C/YBR048W/YPR187W/YKL014C/YJL184W/YBL072C/YNL075W/YAL035W/YOR210W/YMR312W/YLR048W/YDR021W/YPR143W/YDL208W/YBR189W/YPL266W/YGL135W/YCL001W-A/YER127W/YAL033W/YDL153C/YNL248C/YDR087C/YKL078W/YBL025W/YPL007C/YJL010C,1736,Revigo compressed
Yes,12,GO:0043933,protein-containing complex organization,599,-0.317644531,-1.477583185,2.28E-05,2.28E-05,0.007231856,946,"tags=28%, list=17%, signal=26%",YMR089C/YLR018C/YPL131W/YLR323C/YJL140W/YAR014C/YBL006C/YJR034W/YLR298C/YDL058W/YER013W/YML049C/YER017C/YNL026W/YDL126C/YIL068C/YDR485C/YKL108W/YNL138W/YPR019W/YGR116W/YER172C/YGR246C/YEL032W/YPL235W/YGR135W/YER058W/YGR006W/YOL009C/YMR191W/YPR168W/YPR162C/YBR080C/YGL095C/YFL046W/YGR162W/YNL222W/YLR396C/YNL244C/YFR046C/YCL029C/YER027C/YJL039C/YLL004W/YBR237W/YGR186W/YNL261W/YDL207W/YDR235W/YLR370C/YFR037C/YDR320C/YJL042W/YHR197W/YEL055C/YAL034W-A/YIL090W/YIL157C/YOR057W/YNL126W/YDL030W/YJL085W/YIR005W/YPL237W/YAL010C/YER008C/YKL074C/YBR079C/YJL138C/YPL075W/YBR055C/YDR418W/YML015C/YIL075C/YHR034C/YNL182C/YKR008W/YDR091C/YFR050C/YLR259C/YDR189W/YDR172W/YPR140W/YAL047C/YKL089W/YLR009W/YNL185C/YIL016W/YGR005C/YNR023W/YFR002W/YMR227C/YML065W/YML094W/YEL034W/YIL126W/YCR042C/YHR165C/YHR083W/YIL143C/YPR034W/YPL241C/YJR046W/YOR056C/YMR138W/YFL002C/YMR094W/YBR233W-A/YHR085W/YIL034C/YJL025W/YHR030C/YMR033W/YLL050C/YER164W/YNR054C/YDL139C/YCR077C/YDL007W/YKL173W/YGL099W/YBR143C/YBR234C/YPL099C/YDR364C/YBR060C/YOL040C/YMR288W/YCR052W/YIR026C/YPL211W/YOR272W/YCR002C/YMR205C/YDR328C/YDR016C/YPR112C/YML046W/YAL011W/YJL081C/YBR048W/YOL071W/YER007W/YIR012W/YDR427W/YDR381C-A/YDL209C/YAL035W/YJR123W/YOR293W/YLR048W/YLR340W/YNR035C/YJR007W/YML069W/YHR079C-A/YER025W/YOR194C/YHR038W/YOR122C/YNL248C/YGR074W/YMR005W/YFR004W/YKL138C-A/YBR173C,1736,
Yes,5,GO:0043603,cellular amide metabolic process,571,0.32464542,1.499364335,3.10E-05,3.10E-05,0.008946492,662,"tags=19%, list=12%, signal=19%",YJL136C/YKL056C/YDL130W/YKL170W/YBL087C/YLR344W/YDL224C/YDR500C/YLR204W/YDL136W/YDR471W/YOR234C/YPL118W/YMR143W/YFR032C-A/YKL156W/YPL005W/YML129C/YPL183W-A/YPL013C/YLR066W/YLR249W/YML063W/YPR102C/YMR230W/YIL069C/YLR262C-A/YLR075W/YDR148C/YIL133C/YJR097W/YGR102C/YPR166C/YJL177W/YJR094W-A/YLR333C/YDR385W/YIL148W/YHL034C/YDR447C/YOL039W/YDR347W/YMR188C/YHR189W/YML026C/YLR215C/YLR289W/YDR374C/YGR222W/YOL121C/YER007C-A/YDL082W/YLR264W/YJR145C/YDR450W/YNL302C/YLR150W/YHR203C/YBL027W/YGL189C/YGL129C/YDR025W/YMR286W/YDR237W/YLR287C-A/YPR100W/YIR022W/YMR260C/YOL149W/YOR167C/YDL191W/YPL090C/YIL052C/YBR282W/YNL040W/YDL134C/YPL097W/YFR031C-A/YGR038W/YDR152W/YLR406C/YOR359W/YDR337W/YOR276W/YDR012W/YLR367W/YKL166C/YNL063W/YLR146C/YKL081W/YOR302W/YLR185W/YLR441C/YNR045W/YDR432W/YNL122C/YGR214W/YDR496C/YNL288W/YER056C-A/YER131W/YNR036C/YNR037C/YGR027C/YGL147C/YGR054W/YPL184C/YNL191W/YDR266C/YLR448W,1736,
No,,GO:0006396,RNA processing,531,-0.319058534,-1.470182277,5.84E-05,5.84E-05,0.015443248,989,"tags=30%, list=18%, signal=27%",YBR141C/YPL217C/YCR063W/YGR128C/YJR093C/YGR200C/YCR047C/YNR032C-A/YLR323C/YJL140W/YLR298C/YGL122C/YER013W/YJL069C/YGL246C/YML049C/YBL018C/YOL010W/YGL111W/YDL160C/YGR116W/YER172C/YPL235W/YPL043W/YGR006W/YMR049C/YMR093W/YDR138W/YKL082C/YDR280W/YPL183C/YFL001W/YKL059C/YPL204W/YPL213W/YBR247C/YNL222W/YKR002W/YDL006W/YJL006C/YBR237W/YPL101W/YLR316C/YBL004W/YNR038W/YLR145W/YDL207W/YDR235W/YML112W/YGR262C/YMR131C/YHR197W/YDR301W/YPR137W/YJL050W/YEL055C/YHR052W/YGL169W/YNL282W/YBR236C/YLR129W/YOR239W/YDL030W/YBR257W/YIR005W/YGL076C/YDL148C/YGL091C/YOR319W/YPL126W/YKL074C/YOR119C/YKL110C/YLL035W/YBR055C/YBR167C/YMR239C/YIR015W/YHR034C/YNL182C/YHR079C/YGR095C/YDR091C/YPL151C/YOR096W/YFL009W/YPR133C/YLR132C/YLR277C/YBL071W-A/YAL019W/YOR310C/YER082C/YOL072W/YAL043C/YDL051W/YHR165C/YIL061C/YJL033W/YOR056C/YCL054W/YGR276C/YMR061W/YIL008W/YHR081W/YFL002C/YDL014W/YHR085W/YGR195W/YNR054C/YHL025W/YCR077C/YNR024W/YKL173W/YFR001W/YHR169W/YPL083C/YGL174W/YDR364C/YAR008W/YER133W/YMR288W/YDL084W/YPL211W/YOR272W/YGL029W/YPL220W/YJR041C/YPR112C/YML046W/YDR478W/YOL102C/YBR048W/YMR223W/YKL014C/YJL184W/YDR289C/YBL072C/YNL075W/YDL209C/YAL035W/YMR312W/YLR048W/YIR009W/YDR021W/YPR143W/YDL208W/YBR189W/YER165W/YPL266W/YGL135W/YER127W/YAL033W/YDL153C/YGR074W/YDR087C/YKL078W/YOL123W/YJL010C,1736,Revigo compressed
No,,GO:0051276,chromosome organization,334,-0.346286256,-1.532847516,6.49E-05,6.49E-05,0.015826026,1142,"tags=28%, list=20%, signal=24%",YER162C/YDR180W/YCL011C/YKL113C/YGL190C/YJL074C/YDR078C/YIR002C/YIL149C/YDR363W/YJL038C/YGR188C/YGR280C/YMR076C/YJR072C/YKL057C/YIL031W/YFR013W/YNL059C/YDL126C/YPR019W/YFL037W/YPL128C/YEL032W/YPL235W/YGL033W/YML061C/YFR046C/YCL029C/YMR078C/YIR025W/YLR086W/YCL061C/YGR099W/YAR003W/YGR262C/YIR010W/YHR153C/YFR003C/YAL034W-A/YGL169W/YBR136W/YOR057W/YFR036W/YAR002W/YJL019W/YFL008W/YNL250W/YBL097W/YBR088C/YOL069W/YKL089W/YOR249C/YAL019W/YOR262W/YBL035C/YML065W/YIL126W/YOL072W/YER107C/YNL152W/YML085C/YIL143C/YHR081W/YMR094W/YER171W/YCL016C/YJL072C/YER164W/YOR189W/YDL139C/YLR010C/YCR086W/YJR068W/YNL172W/YFR031C/YER133W/YOR272W/YDR328C/YGR098C/YJL081C/YFR027W/YJL184W/YMR211W/YIL072W/YLR052W/YAL016W/YML133C/YFR042W/YPL024W/YPR204W/YNL258C/YAR007C/YHR164C,1736,Revigo compressed
No,,GO:0000967,rRNA 5'-end processing,34,-0.649245779,-2.00338041,9.35E-05,9.35E-05,0.019740128,984,"tags=47%, list=18%, signal=39%",YPL217C/YJL069C/YOL010W/YBL004W/YPR137W/YLR129W/YDL148C/YFL009W/YOR310C/YER082C/YNR054C/YFR001W/YHR169W/YPR112C/YDL153C/YJL010C,1736,Revigo compressed
No,,GO:0034471,ncRNA 5'-end processing,34,-0.649245779,-2.00338041,9.35E-05,9.35E-05,0.019740128,984,"tags=47%, list=18%, signal=39%",YPL217C/YJL069C/YOL010W/YBL004W/YPR137W/YLR129W/YDL148C/YFL009W/YOR310C/YER082C/YNR054C/YFR001W/YHR169W/YPR112C/YDL153C/YJL010C,1736,Revigo compressed
No,,GO:0016072,rRNA metabolic process,310,-0.353724124,-1.557023495,9.96E-05,9.96E-05,0.019740128,916,"tags=30%, list=16%, signal=27%",YPR010C/YJL069C/YGL246C/YJR063W/YBL018C/YDL126C/YOL010W/YGL111W/YPL235W/YPL043W/YMR270C/YMR049C/YMR093W/YDR138W/YKL082C/YDR280W/YBR247C/YCL001W-B/YBL004W/YNR038W/YLR145W/YMR131C/YHR197W/YBR123C/YPR137W/YJL050W/YEL055C/YHR052W/YNL282W/YLR129W/YBR257W/YGL076C/YDL148C/YPL126W/YOR119C/YLL035W/YBR167C/YMR239C/YHR034C/YBR170C/YNL182C/YGR095C/YDR091C/YOR096W/YFL009W/YOR310C/YER082C/YJL033W/YOR056C/YCL054W/YAL001C/YGR276C/YHR081W/YFL002C/YDL014W/YHR085W/YJL025W/YGR195W/YNR054C/YHL025W/YNR024W/YDL007W/YOR340C/YFR001W/YHR169W/YPL211W/YOR272W/YGL029W/YPL220W/YJR041C/YPR112C/YDR478W/YBR048W/YKL014C/YBL072C/YNL075W/YAL035W/YLR048W/YDR021W/YPR143W/YDL208W/YBR189W/YPL266W/YGL135W/YCL001W-A/YER127W/YAL033W/YDL153C/YNL248C/YDR087C/YKL078W/YBL025W/YPL007C/YJL010C,1736,Revigo compressed
No,,GO:0090174,organelle membrane fusion,50,-0.579559269,-1.944428134,0.000123764,0.000123764,0.022084173,909,"tags=44%, list=16%, signal=37%",YDL058W/YMR065W/YDL126C/YIL068C/YBR080C/YGL095C/YPL204W/YLR396C/YAL014C/YKL196C/YDR189W/YLR078C/YAL002W/YLR268W/YAL030W/YGR009C/YOR327C/YOR036W/YFL005W/YLR026C/YGL098W/YKL006C-A,1736,Manually compressed, strain specific
No,,GO:0061025,membrane fusion,58,-0.553063077,-1.89612855,0.000125337,0.000125337,0.022084173,1107,"tags=43%, list=20%, signal=35%",YOL018C/YBR040W/YLR148W/YDL058W/YMR065W/YDL126C/YIL068C/YBR080C/YGL095C/YPL204W/YLR396C/YAL014C/YKL196C/YDR189W/YLR078C/YAL002W/YLR268W/YAL030W/YGR009C/YOR327C/YOR036W/YFL005W/YLR026C/YGL098W/YKL006C-A,1736,Revigo compressed
No,,GO:0043254,regulation of protein-containing complex assembly,79,-0.511811726,-1.880655307,0.000153168,0.000153168,0.024202475,1168,"tags=41%, list=21%, signal=33%",YGL066W/YGL061C/YPR181C/YNR026C/YIL062C/YLR148W/YOR259C/YKL145W/YAR014C/YIL068C/YKL108W/YNL138W/YGL095C/YGR162W/YLR396C/YFR046C/YCL029C/YER027C/YLR370C/YJL138C/YDR189W/YMR138W/YBR233W-A/YIL034C/YHR030C/YBR234C/YDR328C/YDR016C/YNR035C/YML069W/YOR122C/YKL138C-A,1736,Manually compressed, strain specific
No,,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",33,-0.650408955,-1.984839526,0.000155947,0.000155947,0.024202475,984,"tags=48%, list=18%, signal=40%",YPL217C/YJL069C/YOL010W/YBL004W/YPR137W/YLR129W/YDL148C/YFL009W/YOR310C/YER082C/YNR054C/YFR001W/YHR169W/YPR112C/YDL153C/YJL010C,1736,Revigo compressed
No,,GO:0070124,mitochondrial translational initiation,8,0.879495635,1.919340739,0.000160252,0.000160252,0.024202475,60,"tags=25%, list=1%, signal=25%",YPL118W/YPL005W,1736,Revigo compressed
Yes,13,GO:0090501,RNA phosphodiester bond hydrolysis,137,-0.437253063,-1.735177076,0.000171537,0.000171537,0.024729289,984,"tags=40%, list=18%, signal=34%",YPL217C/YJR093C/YGL070C/YCR047C/YJL069C/YGL246C/YJR063W/YBL018C/YOL010W/YDR280W/YKL059C/YBR247C/YNL222W/YBL004W/YDR301W/YPR137W/YJL050W/YHR052W/YNL282W/YLR129W/YBR257W/YDL148C/YLL035W/YBR167C/YMR239C/YIR015W/YHR079C/YGR095C/YFL009W/YLR132C/YLR277C/YOR310C/YER082C/YAL043C/YOR056C/YGR276C/YMR061W/YHR081W/YGR195W/YNR054C/YNR024W/YFR001W/YHR169W/YPL083C/YDR293C/YAR008W/YPR112C/YDR478W/YLR048W/YDL208W/YER127W/YAL033W/YDL153C/YOL123W/YJL010C,1736,
No,,GO:0022900,electron transport chain,50,0.556762881,1.871079949,0.000271217,0.000271217,0.037018459,739,"tags=36%, list=13%, signal=32%",YMR256C/YJL166W/YDR529C/YLR364W/YEL024W/YHR051W/YNL111C/YDL067C/YLR164W/YNL052W/YJR048W/YOR356W/YGR183C/YOR065W/YKL141W/YPR021C/YPL252C/YML120C,1736,Revigo compressed
No,,GO:0032508,DNA duplex unwinding,49,-0.562769105,-1.878510126,0.000286058,0.000286058,0.037018459,942,"tags=33%, list=17%, signal=27%",YNL059C/YPR019W/YEL032W/YPL235W/YML061C/YNL250W/YAL019W/YIL126W/YIL143C/YER171W/YJL072C/YJL081C/YML133C/YPR204W/YAR007C/YHR164C,1736,Manually compressed, strain specific
No,,GO:0009201,ribonucleoside triphosphate biosynthetic process,28,0.65663426,1.964821696,0.000291798,0.000291798,0.037018459,1150,"tags=54%, list=20%, signal=43%",YDR377W/YDR322C-A/YPL078C/YDR298C/YLR295C/YLR432W/YPR020W/YHR216W/YDR020C/YOR065W/YOR020W-A/YJL116C/YGL187C/YML081C-A/YBL039C,1736,Revigo compressed
No,,GO:0006891,intra-Golgi vesicle-mediated transport,32,-0.619934931,-1.874536951,0.000315983,0.000315983,0.038544807,1005,"tags=44%, list=18%, signal=36%",YDR170C/YDL145C/YEL022W/YNL287W/YBR080C/YML071C/YKL196C/YPR105C/YIL044C/YLR078C/YPL010W/YDR238C/YLR026C/YKL006C-A,1736,Revigo compressed
No,,GO:0006906,vesicle fusion,46,-0.577586724,-1.892844066,0.000380681,0.000380681,0.044717022,909,"tags=43%, list=16%, signal=37%",YDL058W/YIL068C/YBR080C/YGL095C/YPL204W/YLR396C/YAL014C/YKL196C/YDR189W/YLR078C/YAL002W/YLR268W/YAL030W/YGR009C/YOR327C/YOR036W/YFL005W/YLR026C/YGL098W/YKL006C-A,1736,Revigo compressed
Yes,10,GO:0090305,nucleic acid phosphodiester bond hydrolysis,213,-0.366911921,-1.555239864,0.00042155,0.00042155,0.046219625,784,"tags=30%, list=14%, signal=27%",YPL217C/YJR093C/YGL070C/YCR047C/YJL069C/YGL246C/YJR063W/YBL018C/YOL010W/YDR280W/YKL059C/YBR247C/YNL222W/YBL004W/YDR301W/YPR137W/YJL050W/YHR052W/YNL282W/YLR129W/YBR257W/YDL148C/YLL035W/YBR167C/YMR239C/YNL250W/YIR015W/YHR079C/YGR095C/YMR133W/YFL009W/YLR132C/YLR277C/YML095C/YOR310C/YER082C/YAL043C/YIL143C/YOR056C/YGR276C/YMR061W/YHR081W/YER171W/YGR195W/YNR054C/YNR024W/YFR001W/YFR031C/YHR169W/YPL083C/YDR293C/YAR008W/YPR112C/YJR006W/YDR478W/YDL165W/YLR048W/YDL208W/YER127W/YAL033W/YDL153C/YOL123W/YHR164C/YJL010C,1736,
No,,GO:0022613,ribonucleoprotein complex biogenesis,449,-0.317282251,-1.440104643,0.000422619,0.000422619,0.046219625,940,"tags=30%, list=17%, signal=27%",YPL131W/YLR323C/YJL140W/YPR010C/YLR298C/YER013W/YJL069C/YGL246C/YML049C/YJR063W/YBL018C/YOL010W/YGL111W/YER172C/YPL235W/YPL043W/YGR006W/YMR049C/YMR093W/YKL082C/YDR280W/YGR162W/YPL204W/YBR247C/YNL244C/YBR237W/YBL004W/YNR038W/YLR145W/YDR235W/YMR131C/YHR197W/YPR137W/YJL050W/YEL055C/YHR052W/YNL282W/YLR129W/YPR169W/YDL030W/YBR257W/YIR005W/YGL076C/YDL148C/YPL237W/YPL126W/YKL074C/YOR119C/YBR079C/YJL138C/YLL035W/YBR055C/YJR042W/YDR418W/YBR167C/YIL115C/YMR239C/YGR245C/YHR034C/YNL182C/YER036C/YGR095C/YDR091C/YOR096W/YFL009W/YLR009W/YNL185C/YOR310C/YFR002W/YER082C/YHR165C/YJL033W/YOR056C/YCL054W/YGR276C/YHR081W/YFL002C/YDL014W/YKL006W/YHR085W/YGR195W/YNL113W/YNR054C/YHL025W/YCR077C/YNR024W/YKL173W/YGL099W/YOR340C/YFR001W/YLL034C/YHR169W/YDR364C/YOL040C/YMR288W/YIR026C/YPL211W/YOR272W/YGL029W/YPL220W/YGR034W/YJR041C/YPR112C/YML046W/YDR478W/YNL163C/YBR048W/YPR187W/YKL014C/YIR012W/YBL072C/YNL075W/YDL209C/YAL035W/YJL061W/YJR123W/YOR210W/YOR293W/YLR048W/YLR340W/YJR007W/YER025W/YDR021W/YPR143W/YDL208W/YBR189W/YPL266W/YGL135W/YER127W/YAL033W/YDL153C/YNL248C/YGR074W/YDR087C/YKL078W/YJL010C,1736,Revigo compressed
No,,GO:0032392,DNA geometric change,50,-0.558807253,-1.874804878,0.000438271,0.000438271,0.0463337,942,"tags=32%, list=17%, signal=27%",YNL059C/YPR019W/YEL032W/YPL235W/YML061C/YNL250W/YAL019W/YIL126W/YIL143C/YER171W/YJL072C/YJL081C/YML133C/YPR204W/YAR007C/YHR164C,1736,Revigo compressed
No,,GO:0036260,RNA capping,43,-0.587174456,-1.904812963,0.000464537,0.000464537,0.047526362,984,"tags=40%, list=18%, signal=33%",YPL217C/YJL069C/YOL010W/YBL004W/YPR137W/YBR236C/YLR129W/YDL148C/YFL009W/YOR310C/YER082C/YNR054C/YFR001W/YHR169W/YPR112C/YDL153C/YJL010C,1736,Revigo compressed
No,,GO:0051258,protein polymerization,45,-0.561910681,-1.83520344,0.000594349,0.000594349,0.058907033,930,"tags=36%, list=17%, signal=30%",YGL061C/YIL062C/YAR014C/YNL138W/YCL029C/YLR370C/YNL126W/YAL047C/YMR138W/YBR233W-A/YIL034C/YBR234C/YDR016C/YNR035C/YOR122C/YKL138C-A,1736,Revigo compressed
No,,GO:0071824,protein-DNA complex subunit organization,155,-0.393234948,-1.597004243,0.000665218,0.000665218,0.063933052,1035,"tags=34%, list=18%, signal=29%",YGR188C/YIR023W/YOR259C/YBR198C/YKL145W/YBL006C/YDR485C/YKL108W/YPR019W/YGR116W/YGR246C/YEL032W/YPL235W/YPR168W/YPR162C/YFR046C/YLL004W/YGR186W/YNL261W/YFR037C/YHR197W/YAL034W-A/YOR057W/YPL075W/YML015C/YNL182C/YKR008W/YKL089W/YGR005C/YNR023W/YMR227C/YML065W/YIL126W/YCR042C/YIL143C/YPR034W/YJR046W/YMR094W/YHR085W/YJL025W/YMR033W/YER164W/YDL139C/YBR060C/YCR052W/YDR328C/YAL011W/YJL081C/YML069W/YHR079C-A/YOR194C/YNL248C/YMR005W,1736,Revigo compressed
No,,GO:0009199,ribonucleoside triphosphate metabolic process,58,0.515467765,1.793516551,0.000758785,0.000758785,0.070780804,1075,"tags=40%, list=19%, signal=32%",YDR377W/YDR322C-A/YPL078C/YDR298C/YGR240C/YLR295C/YKL060C/YDR050C/YLR432W/YOL056W/YPR020W/YOR347C/YHR216W/YDR020C/YOR065W/YOL136C/YOR344C/YOR020W-A/YGL253W/YJL116C/YDR226W/YGL187C/YML081C-A,1736,Revigo compressed
